Wavenumber,300K,310K,320K,330K,340K,350K,360K,370K,380K,390K,400K,410K,420K,430K,440K,450K,460K,470K,480K,490K,500K,510K,520K,530K,540K,550K,560K,570K,580K,590K,600K,610K,620K,630K,640K,650K,660K,670K,680K,690K,700K
297.038,10220.6,16957.2,17953.7,18787.6,15204.4,15145.4,16684.0,15862.9,13385.4,15076.4,15256.2,13943.3,15133.9,15762.3,15192.9,16485.6,15793.9,12575.9,14400.6,14241.0,13458.8,14067.0,12522.7,13428.6,11521.9,12317.1,12761.4,13286.2,11306.2,9690.03,10200.5,9524.67,8765.46,9415.39,9042.97,8056.57,8630.3,8421.8,7774.74,13376.8,11780.7
295.29900000000004,10527.5,17399.1,18590.9,19282.4,15595.0,15600.7,16933.4,16325.3,13785.0,15551.8,15665.4,14147.3,15288.8,16195.9,15789.0,16801.1,16236.1,12836.2,14551.3,14690.7,13793.7,14601.6,12819.0,13503.3,11808.4,12748.5,13122.3,13598.2,11614.3,9933.75,10559.1,9733.92,8964.81,9450.72,9321.33,8257.52,8780.8,8483.22,7877.99,13800.9,12160.6
293.559,10791.1,17815.0,18700.4,19265.3,15713.7,15774.1,17036.0,16201.0,13938.7,15837.4,15833.0,14364.1,15354.4,16535.9,15496.7,16869.3,16323.2,12777.4,14720.6,14825.5,13999.1,14585.5,12862.2,13645.5,11844.6,12594.9,13174.1,13452.9,11550.0,9974.7,10387.2,9710.24,9073.53,9585.2,9442.91,8382.2,8929.8,8695.52,7963.95,13879.8,12123.4
291.82,10862.0,18105.7,18972.2,19943.6,16111.2,16025.0,17282.4,16742.1,14274.8,15997.7,15917.2,14710.2,15921.6,16637.2,16104.1,17203.3,16707.6,13102.2,15027.8,14866.8,14080.8,14888.4,13133.8,13958.7,12047.5,12850.8,13214.3,13997.5,11934.0,10170.8,10866.3,9955.28,9215.25,9817.34,9567.3,8562.87,8988.21,8940.79,8151.89,14307.8,12481.5
290.08,10935.8,18290.0,19440.8,20157.6,16024.4,16122.1,17396.4,16783.0,14152.4,16254.3,16290.2,14665.3,15944.0,16843.3,16281.6,17270.0,16793.0,13300.5,15162.4,15083.4,14251.6,15066.2,13312.0,13947.0,12059.2,13040.5,13562.0,14165.4,11951.5,10430.1,10805.1,10158.6,9233.35,9849.68,9701.7,8637.14,9148.59,8808.11,8168.8,14267.4,12566.4
288.339,11095.7,18448.3,19511.2,20467.8,16405.9,16459.0,17893.9,17201.6,14482.6,16230.6,16385.7,15068.6,16220.6,17013.4,16319.7,17632.5,17201.6,13491.5,15409.0,15275.5,14413.7,15192.1,13648.1,14314.5,12320.9,13296.2,13639.5,14274.3,12175.8,10343.1,11090.0,10333.0,9359.18,10030.0,9909.3,8839.23,9283.05,9090.58,8388.22,14722.5,12833.7
286.598,11278.5,18758.8,20034.0,20538.0,16617.7,16613.4,18088.2,17420.4,14773.8,16676.6,16909.2,15141.5,16522.9,17397.5,16510.0,17880.0,17327.1,13974.0,15655.6,15645.5,14796.8,15580.9,13636.5,14600.1,12660.0,13452.7,13879.2,14493.8,12062.6,10734.3,11264.2,10488.7,9602.71,10257.5,10089.5,9028.3,9473.46,9120.2,8432.34,14789.6,12902.7
284.857,11383.8,18896.9,20101.4,20868.1,16683.0,16800.7,18338.4,17446.8,14729.0,16832.3,16855.3,15373.6,16347.0,17507.1,16784.9,18009.6,17643.5,13886.2,15688.0,15461.2,14713.2,15485.6,13923.6,14561.0,12622.8,13416.7,14126.0,14499.3,12361.5,10803.7,11256.0,10612.8,9607.8,10240.9,10117.5,8938.75,9554.68,9155.55,8589.88,15148.2,13112.4
283.115,11559.3,19148.3,20381.3,20966.9,16922.0,16771.2,18299.9,17636.8,14931.1,16820.0,17104.3,15460.7,16690.9,17741.6,16881.8,18222.4,17718.6,14145.9,15981.8,15793.7,15073.2,15681.8,13949.2,14810.5,12753.5,13711.0,14101.4,14787.5,12404.7,10834.4,11405.7,10726.8,9699.01,10409.5,10237.3,9058.82,9531.07,9325.81,8685.62,15133.4,13399.5
281.373,11594.1,19324.9,20431.4,21171.9,16836.5,16994.3,18459.6,17690.4,14991.0,16813.5,17070.4,15539.2,16806.3,17541.1,17077.6,18314.6,17812.3,14292.1,15905.1,15763.0,15125.9,15897.9,14066.8,14869.0,12872.8,13752.5,14256.2,14919.2,12745.0,10850.7,11526.6,10545.0,9675.38,10525.0,10354.2,9117.13,9620.85,9362.53,8769.84,15312.4,13323.4
279.631,11759.5,19393.9,20517.3,21075.5,16868.7,17022.2,18548.8,17911.8,15172.8,17065.3,17065.3,15616.1,16736.7,17699.4,16974.9,18237.5,18006.5,14204.3,16114.0,15951.9,15095.3,15779.7,14132.6,15058.0,12844.1,13722.2,14211.5,14773.9,12580.1,11056.4,11598.8,10897.1,9991.8,10430.8,10271.6,9179.72,9881.33,9466.67,8796.63,15426.7,13337.7
277.888,11820.0,19571.9,20679.3,21400.8,17183.5,16840.7,18691.1,17763.0,15325.9,16966.9,17212.2,15644.3,16746.0,17585.1,17243.7,18421.4,18143.2,14267.2,16152.1,15888.2,15106.4,15780.6,14044.9,14970.1,12974.8,13667.6,14413.5,14951.5,12574.5,11035.4,11498.7,10719.8,9919.35,10493.1,10335.3,9243.71,9719.96,9467.49,8786.12,15549.6,13641.8
276.145,11894.9,19853.0,20839.7,21648.6,17191.2,17356.2,18829.1,18091.9,15461.7,17135.3,17427.9,15894.8,17001.9,17974.3,17086.6,18512.1,18114.8,14423.3,16297.8,16441.2,15305.3,16069.7,14320.1,15217.8,13122.5,13911.3,14612.6,15106.0,12893.1,11240.9,11708.5,11012.9,10102.2,10655.8,10521.0,9218.77,9839.76,9558.66,8896.08,15705.5,13897.0
274.401,12080.2,20012.2,20960.0,21641.1,17518.7,17316.6,18622.8,17986.2,15238.9,17449.9,17382.5,15832.5,17071.4,18012.0,17269.3,18628.5,18169.7,14666.8,16183.8,16195.3,15395.2,16307.1,14451.7,15088.4,13165.6,14090.4,14410.2,15121.4,12850.1,11148.2,11748.9,10991.9,10002.5,10543.1,10525.9,9355.85,9909.32,9605.34,8842.54,15727.9,13654.5
272.657,12122.0,20225.8,21202.0,21829.9,17547.9,17248.3,19008.7,18228.9,15549.6,17337.2,17418.9,15918.0,17162.3,18181.6,17504.9,18865.3,18405.2,14679.4,16406.8,16280.7,15717.3,16156.0,14331.1,15272.9,13020.8,13989.9,14564.7,15217.0,12798.6,11175.9,11736.4,11181.6,10047.7,10613.9,10569.5,9313.69,9862.74,9588.93,8885.06,15866.4,14024.3
270.913,12275.6,20274.4,21323.6,21985.7,17802.1,17528.4,19073.4,18288.0,15587.8,17625.8,17645.9,16083.7,17160.0,18224.9,17704.7,18814.0,18508.7,14869.7,16472.1,16550.9,15401.5,16344.5,14627.5,15282.5,13286.0,14125.9,14773.7,15199.4,12917.7,11237.9,11870.0,11173.4,10230.4,10656.0,10868.2,9351.81,9978.13,9684.32,8913.24,15779.8,13945.3
269.168,12313.1,20370.4,21452.2,21925.1,17633.5,17587.6,19034.9,18268.3,15707.6,17387.0,17700.8,16017.2,17187.9,18295.5,17663.6,18718.2,18708.2,14650.2,16481.4,16333.8,15525.7,16371.1,14314.8,15273.5,13055.3,13877.8,14601.4,15350.8,12988.0,11265.6,11838.8,11077.9,10232.5,10748.3,10481.8,9391.34,9944.45,9633.51,8832.51,15722.0,14048.3
267.423,12435.0,20883.1,22088.0,22269.9,17995.0,17708.5,19311.6,18583.8,15794.5,17601.0,17612.5,16198.5,17389.0,18307.3,17788.7,18888.9,18489.2,14913.5,16724.3,16711.4,15677.0,16390.5,14618.3,15257.3,13257.4,14182.8,14535.2,15445.0,13149.9,11261.7,12038.2,10992.4,9989.58,10902.2,10684.4,9364.96,9970.96,9697.33,9164.4,15775.9,13910.6
265.678,12688.7,20619.4,21781.0,22349.6,17823.5,17749.1,19242.9,18383.6,15888.5,17687.5,17688.9,16053.2,17234.9,18515.3,17817.8,18903.5,18612.7,14728.3,16752.2,16713.5,15606.3,16409.9,14641.0,15463.1,13255.9,14224.2,14772.7,15405.8,13217.3,11256.4,11899.5,11017.3,10222.3,10828.2,10738.0,9493.28,9745.37,9781.18,9043.54,15582.0,14059.5
263.932,12640.2,20768.2,22230.2,22469.4,18096.1,17967.2,19635.5,18663.1,15796.3,17802.5,17859.8,16117.1,17284.1,18499.9,17945.7,19230.2,18678.9,14841.2,16665.5,16631.1,15836.4,16333.3,14467.4,15323.7,13171.5,14294.1,14865.5,15416.8,12959.5,11413.0,12080.3,11235.4,10112.7,10795.8,10741.4,9370.95,9976.68,9703.17,9083.12,16087.0,14178.1
262.186,12770.6,21032.9,22152.4,22742.3,18110.8,18012.0,19379.3,18558.9,15864.5,17722.8,17936.1,16127.9,17443.6,18319.8,17583.9,18934.0,18858.1,14769.2,16770.7,16527.4,15625.4,16448.6,14611.8,15466.5,13436.3,14336.9,14693.4,15568.1,13112.8,11308.9,11808.5,11261.6,10189.3,10839.3,10686.1,9288.76,10017.5,9718.27,9011.01,15855.9,14122.1
260.439,12773.6,21058.4,22452.6,22648.7,17983.8,17903.6,19544.0,18735.3,15978.4,17829.2,17733.3,15849.6,17386.9,18287.3,17681.8,18852.6,18749.6,15184.0,16687.0,16649.8,15633.5,16342.0,14376.7,15284.2,13336.1,14187.8,14817.6,15156.8,13184.4,11267.8,11864.7,11066.0,9998.16,10749.6,10655.2,9329.71,9909.41,9683.26,9029.12,15876.8,13882.9
258.692,12918.3,21417.4,22505.0,23076.0,18257.6,18048.6,19604.2,18931.6,15987.9,17992.8,17824.0,16314.2,17630.8,18362.0,17951.3,19114.8,18885.8,15023.4,17029.7,16689.1,15747.5,16594.7,14602.6,15332.5,13214.5,14303.5,14793.0,15428.3,12896.8,11385.6,11978.0,11162.3,10235.0,10881.8,10723.0,9354.89,9935.91,9559.53,9025.75,16075.2,14004.4
256.945,13065.7,21683.2,22727.6,23304.2,18488.3,18139.2,19826.1,19089.2,16164.7,18051.9,18246.5,16340.7,17687.1,18733.0,17821.6,19082.1,19039.1,15144.6,17186.3,16784.3,15819.9,16521.0,14795.5,15473.7,13360.4,14463.6,14927.1,15329.2,13165.9,11373.1,11981.2,11197.1,10285.7,10888.1,10672.0,9553.19,10212.8,9730.61,9123.96,16063.2,14091.6
255.197,13266.0,22006.1,22940.2,23449.4,18445.7,18279.8,19889.0,19261.1,16408.7,18244.0,18092.4,16613.3,17730.5,18668.9,18003.7,19365.5,18987.9,15227.2,17122.5,16767.8,15969.6,16621.9,14858.1,15523.3,13311.8,14401.8,14858.1,15436.0,13123.0,11426.5,12020.1,11221.9,10359.4,10977.3,10632.6,9329.42,10004.6,9817.21,9134.88,15973.9,14250.2
253.449,13359.0,22268.8,23179.8,23437.3,18660.6,18426.0,20228.0,19384.2,16432.4,18278.7,18297.3,16475.3,18012.7,18787.9,18205.8,19335.6,19251.2,15322.6,17327.7,17020.2,15963.3,16655.5,14897.9,15574.3,13369.0,14361.5,14932.2,15741.6,13216.0,11458.3,12049.0,11498.4,10301.4,10980.7,10766.2,9619.18,10088.3,9656.36,8999.92,15987.6,14271.4
251.701,13319.0,22215.5,23197.8,23819.7,18722.4,18702.3,19966.3,19430.1,16364.5,18161.9,18286.3,16754.9,18007.4,18818.2,18243.4,19380.1,18991.2,15215.0,17126.6,17052.3,15948.5,16662.0,14888.9,15583.8,13453.4,14355.6,14921.8,15566.7,13223.2,11364.4,12179.4,11347.2,10322.0,11008.4,10706.7,9498.44,9966.0,9757.24,9042.32,16008.5,14126.8
249.952,13426.2,22393.7,23255.7,24107.7,18994.3,18824.1,20305.1,19597.5,16509.7,18503.9,18505.4,16811.4,17953.6,19051.4,18518.2,19523.2,19547.5,15594.8,17331.7,17228.8,16238.1,16731.3,15010.1,15832.1,13340.4,14515.5,15047.3,15744.9,13536.3,11600.7,12136.8,11369.1,10481.4,11010.3,10793.0,9636.51,10081.1,9715.13,9146.18,16352.5,14249.6
248.203,13329.0,22614.7,23748.1,24174.0,19176.0,18921.6,20429.4,19391.8,16570.5,18714.4,18594.3,16734.9,17998.3,19080.2,18551.4,19623.3,19346.1,15384.2,17398.0,17326.6,16024.5,17006.4,14811.1,15652.9,13287.6,14293.7,15065.5,15830.2,13253.3,11533.9,12229.9,11209.5,10327.6,11069.4,10823.6,9588.71,10171.8,9901.72,9164.23,16148.9,14225.1
246.453,13561.9,22828.5,23861.7,24221.7,19147.6,19134.8,20726.6,19847.8,16844.2,18796.1,18547.5,16999.9,18097.4,19260.5,18443.2,19759.2,19557.7,15575.3,17540.1,17525.8,16065.4,16891.3,15112.3,15695.3,13786.3,14459.3,15118.0,15758.2,13426.2,11581.5,12267.3,11615.7,10424.0,11027.0,10862.7,9580.95,10186.8,9966.77,9218.01,16159.7,14285.0
244.703,13769.1,23188.0,24076.6,24605.2,19177.8,19137.8,20922.2,19699.3,17034.9,18793.5,18730.7,17066.3,18503.5,19183.5,18566.4,19819.3,19813.6,15723.4,17539.2,17422.1,16222.0,17164.9,15093.4,16003.4,13683.3,14719.1,15196.3,15893.4,13291.9,11696.1,12290.4,11434.7,10494.7,11017.5,10819.0,9641.77,10080.4,10027.5,9371.76,16444.9,14564.8
242.953,13804.7,23330.2,24240.0,24759.9,19565.1,19412.3,20706.3,20030.7,16911.3,19073.8,19045.2,17084.1,18329.6,19315.2,18718.1,20076.5,19809.4,15825.8,17735.4,17265.5,16308.5,17115.5,15087.3,15878.6,13654.7,14593.1,15345.9,15790.1,13507.6,11636.5,12355.0,11602.2,10482.4,11039.5,10870.9,9595.45,10263.9,9933.96,9265.5,16235.7,14624.6
241.202,13980.3,23459.4,24459.0,24934.6,19451.0,19561.0,21111.8,20199.3,17201.9,19145.4,19269.6,17267.6,18537.1,19623.8,18901.2,20416.3,20093.6,15875.2,17777.4,17443.2,16373.6,17243.3,15472.5,15985.2,13703.2,14818.5,15481.1,15995.2,13543.3,11855.4,12399.5,11678.3,10521.6,11197.1,10887.2,9861.88,10208.9,10071.8,9272.1,16536.4,14785.7
239.451,14195.7,23734.3,24675.2,25003.5,20016.5,19569.7,21262.9,20490.5,17341.0,19248.4,19499.7,17291.0,19189.9,19725.3,19232.7,20426.3,20059.4,16361.6,18151.9,17750.8,16777.1,17480.9,15570.6,16124.6,13990.2,14966.7,15466.4,16261.6,13661.8,11932.8,12479.6,11695.8,10710.7,11307.5,11097.6,9844.08,10333.8,10206.7,9317.25,16684.2,14926.7
237.7,14221.3,23558.0,24839.8,25393.6,20125.1,19945.2,21498.2,20611.8,17544.3,19372.8,19379.9,17555.7,18948.9,19829.6,19215.8,20500.5,20282.1,16206.8,18249.4,17942.5,16863.4,17387.3,15448.9,16205.4,14045.7,14853.6,15644.4,16265.3,13783.1,11754.7,12619.7,11713.3,10689.9,11360.8,11043.9,9889.1,10512.9,10081.8,9479.43,16797.8,14663.8
235.94799999999998,14275.4,24072.5,24821.7,25445.3,20149.3,19961.0,21839.0,20787.3,17639.1,19617.0,19754.0,17709.0,18986.2,20026.6,19391.5,20566.1,20329.2,16276.2,18165.7,17794.6,16604.4,17640.5,15581.2,16320.4,14082.7,14968.9,15869.4,16500.2,13872.9,12169.0,12678.4,11949.2,11010.1,11454.0,11308.4,10006.9,10609.1,10249.5,9613.0,16814.2,14854.8
234.196,14268.1,24222.9,25331.5,25621.2,20363.4,20021.0,21804.5,20794.3,17833.7,19789.8,19694.2,17859.3,19050.7,20012.4,19376.0,20787.1,20536.0,16605.2,18391.5,18034.8,17057.5,17646.7,15777.6,16418.3,14058.3,14971.5,15740.5,16539.5,13939.9,12146.4,12872.7,11861.0,10838.0,11495.8,11296.0,9957.68,10722.5,10244.5,9626.66,16923.4,14884.4
232.44299999999998,14597.4,24430.3,25446.0,25923.9,20624.4,20481.8,21986.7,21216.4,18083.8,19931.1,19988.2,17742.9,19446.1,20370.5,19847.0,21179.3,20862.6,16828.5,18635.9,18156.6,17320.6,17916.9,16036.8,16668.7,14202.3,15196.6,16083.9,16526.1,14199.4,12218.0,13025.4,12179.5,11035.4,11533.3,11472.0,10121.1,10781.5,10359.3,9794.39,17200.8,15046.8
230.69,14514.5,24734.7,25630.3,26262.1,20845.4,20394.7,22040.6,21150.6,18071.4,20140.9,19999.7,18138.5,19476.3,20320.6,19800.0,21063.6,20929.6,16663.8,18810.2,18428.0,17627.9,18121.4,15962.1,16937.6,14471.7,15361.7,16032.0,16880.6,14046.7,12350.9,13014.1,12040.0,10970.4,11700.6,11515.2,10060.5,10850.6,10583.9,9827.98,17220.0,15301.8
228.937,14631.2,24880.6,26018.5,26309.4,20973.6,20551.6,22285.5,21265.9,18320.0,20343.4,20302.0,18201.7,19690.3,20661.4,19968.4,21445.6,21141.9,16792.9,19008.7,18598.1,17283.4,18389.9,16188.3,16932.6,14617.0,15659.3,16004.4,17003.9,14338.9,12443.9,13176.8,12355.5,11077.9,11768.0,11686.7,10195.2,10692.9,10397.7,9720.4,17408.9,15329.9
227.183,14907.6,24727.1,25890.4,26492.0,21140.3,20714.1,22433.3,21357.0,18428.8,20354.8,20454.6,18363.2,19753.2,20839.5,20086.8,21612.2,21113.2,17124.4,18896.4,18601.3,17604.8,18229.2,16219.1,17185.7,14552.6,15664.6,16277.6,16940.5,14388.6,12451.2,13215.4,12043.5,11289.4,11885.3,11469.0,10297.1,10746.2,10713.4,9846.66,17556.3,15469.2
225.429,14864.5,25021.3,26375.3,26831.4,21228.5,20902.1,22579.7,21847.1,18513.3,20585.7,20688.3,18400.7,20069.7,20999.0,20219.4,21640.4,21569.2,17149.3,19067.8,18836.9,17846.3,18496.2,16322.6,17174.9,14803.2,15833.7,16375.3,17360.2,14670.7,12652.4,13306.7,12534.1,11415.3,11915.6,11673.3,10319.2,10819.5,10618.5,9985.7,17757.9,15585.7
223.675,14981.1,25204.1,26435.3,26718.9,21395.1,21188.4,22728.9,21795.5,18657.6,20909.1,20646.9,18650.5,20041.3,21047.4,20473.1,21795.5,21627.4,17497.7,19254.7,18936.9,17892.4,18774.5,16478.8,17321.0,14629.1,15873.2,16490.2,17274.0,14666.2,12713.9,13396.5,12446.0,11374.4,11930.2,11866.0,10459.6,11105.1,10791.6,10084.8,17593.2,15839.0
221.92,14690.2,25294.3,26532.4,26965.5,21225.3,21242.4,23064.6,21887.8,18756.3,20988.8,21030.1,18635.2,20205.2,21148.4,20602.7,21899.2,21719.7,17515.4,19324.8,19121.0,17994.1,18564.0,16496.7,17596.6,14973.7,16005.2,16556.6,17353.0,14628.9,12791.0,13539.0,12587.3,11342.1,12132.8,11890.6,10379.0,11051.5,10648.3,9883.22,17911.5,15889.8
220.165,14916.5,25703.5,26699.2,27316.0,21722.3,21394.7,23123.9,22002.9,18929.0,21201.0,21072.8,18902.0,20404.7,21361.9,20693.9,22149.6,22171.0,17454.8,19631.3,19327.9,18000.3,18930.4,16843.7,17584.4,14972.0,16222.6,16961.9,17471.8,14802.5,12849.6,13690.0,12664.5,11570.5,12295.5,11979.3,10542.1,11157.4,10903.9,10338.4,18125.7,16058.8
218.41,14954.6,25624.1,26687.9,27143.7,21823.2,21596.7,22953.9,22277.4,18915.1,21237.8,21121.1,18875.2,20560.0,21374.6,20787.8,22220.5,21848.8,17657.6,19625.7,19211.3,18261.4,18929.4,16774.7,17560.8,15299.3,16276.2,16717.7,17680.4,14957.5,12959.5,13681.5,12777.2,11531.1,12408.3,12060.8,10400.3,11280.4,10903.0,10114.1,18164.6,16217.8
216.65400000000002,15029.8,25793.9,26797.7,27377.2,21639.2,21569.4,23201.1,22047.9,19036.5,21239.1,21271.9,19025.1,20616.9,21606.5,20833.3,22258.6,22025.1,17822.0,19748.4,19235.8,18348.8,19094.8,16838.1,17656.8,15076.8,16083.5,16919.3,17552.9,14851.9,12945.4,13762.6,12788.8,11562.8,12400.0,12061.2,10785.4,11337.9,11000.4,10335.5,18251.9,16170.3
214.898,15159.1,25977.9,27123.8,27387.2,21986.3,21577.8,23291.7,22273.9,18968.5,21251.8,21314.4,19103.7,20572.8,21627.6,21063.9,22686.7,22299.5,18024.7,19920.8,19435.4,18554.2,19159.2,17137.8,17812.6,15351.3,16330.7,17090.8,17688.7,15068.0,13086.5,13880.8,12979.7,11721.3,12276.5,12356.2,10710.6,11247.3,11177.5,10340.5,18272.4,16306.5
213.141,15242.8,26123.4,27041.4,27885.3,21833.8,21688.6,23296.8,22539.7,19146.7,21557.7,21355.6,19022.9,20517.3,21728.4,21243.1,22780.2,22346.1,18052.2,20027.7,19439.9,18497.7,19313.2,17068.8,17791.8,15228.6,16419.8,16994.8,17831.6,15247.1,13196.2,13855.1,12999.8,11710.3,12396.3,12222.7,10695.6,11371.6,11069.9,10304.2,18473.5,16173.6
211.38400000000001,15349.2,25907.4,26967.5,27741.5,21907.5,21829.2,23461.3,22308.8,19357.6,21348.3,21546.1,19212.5,20729.3,21802.2,21117.8,22466.7,22226.2,17991.6,19949.5,19706.2,18673.2,19188.3,17122.2,17749.7,15416.1,16481.9,17139.2,17980.2,15024.8,13204.8,13959.0,12789.3,11831.7,12422.2,12025.2,10832.8,11352.2,11050.5,10444.3,18375.8,16339.6
209.627,15077.1,26159.5,27252.1,27944.9,22035.3,21934.3,23803.6,22637.1,19246.9,21659.7,21587.2,19133.1,20848.8,21905.8,21069.3,22684.0,22430.8,17905.4,20264.1,19729.2,18736.2,19434.7,17282.2,17754.6,15499.7,16508.3,17155.6,18019.2,15531.0,13284.6,13890.7,13052.7,11869.1,12395.5,12202.0,10765.1,11433.8,11199.0,10459.3,18568.3,16413.0
207.86900000000003,15291.7,26343.3,27329.0,27883.7,21942.6,22054.9,23703.4,22552.7,19521.7,21840.1,21696.5,19507.5,20821.7,21907.0,21441.9,22882.7,22503.0,18180.4,20156.1,19786.3,18528.9,19334.0,17213.3,17886.0,15556.2,16746.7,17312.8,17891.7,15286.0,13343.0,14165.2,12926.3,11934.9,12392.9,12181.0,10977.7,11634.8,11195.3,10602.2,18678.3,16556.1
206.111,15302.7,26450.2,27597.8,28091.3,22350.4,22285.0,23789.6,22650.5,19558.9,21847.0,21875.5,19509.2,20891.4,21976.4,21428.9,22950.5,22583.7,18277.7,20405.1,19984.1,18833.7,19539.0,17491.3,18125.5,15413.7,16520.0,17154.2,18102.8,15390.9,13341.7,14247.6,13102.8,12073.2,12689.0,12400.3,10947.0,11619.6,11232.8,10439.3,18628.9,16444.6
204.35299999999998,15638.0,26801.7,27907.8,28331.5,22395.6,22424.0,24266.7,23207.4,19607.5,21883.8,22047.3,19761.1,21171.5,22101.3,21511.3,23051.0,22977.1,18529.8,20584.3,19977.2,18791.4,19654.5,17223.2,18168.7,15832.8,16617.6,17553.1,18158.8,15558.4,13485.4,14359.8,13313.4,12063.7,12589.7,12468.9,10924.8,11659.9,11305.9,10629.1,18827.0,16427.1
202.59400000000002,15407.3,26681.0,27686.0,28344.1,22563.0,22216.2,24042.8,23106.0,19803.9,22112.4,22020.0,19602.1,21094.6,22025.7,21589.3,23114.6,22726.5,18518.9,20256.0,19988.7,18817.4,19842.3,17413.0,18184.9,15731.4,16619.8,17310.7,18194.8,15381.7,13384.6,14058.4,13108.8,11913.4,12609.9,12551.6,11007.9,11600.6,11333.4,10561.5,18641.2,16553.0
200.835,15432.6,26908.6,27927.6,28429.3,22649.4,22547.0,23897.2,23104.1,19984.6,22206.0,22149.1,19738.8,21142.9,22200.3,21759.7,23291.7,23054.4,18654.4,20472.1,20091.2,18850.5,19522.8,17335.6,18513.7,15668.5,16625.0,17523.2,18188.3,15367.2,13448.6,14247.3,13253.9,12027.5,12739.5,12367.1,10761.2,11517.3,11412.1,10592.1,18951.4,16605.1
199.075,15447.9,26988.4,28020.0,28682.1,22703.0,22592.2,24314.3,23474.5,19983.4,22261.1,21986.9,19811.5,21383.0,22303.7,21822.0,23198.9,23197.5,18529.8,20557.4,20044.5,19182.0,19771.7,17479.8,18461.6,15862.8,16878.8,17434.3,18299.7,15453.6,13470.0,14426.3,13336.5,12115.9,12620.4,12738.3,11192.4,11834.6,11357.2,10605.5,19014.4,16627.3
197.31599999999997,15724.6,27215.9,28071.1,28841.1,23036.5,22952.7,24563.6,23556.4,20095.8,22552.0,22483.9,20064.6,21471.0,22373.1,22177.0,23773.8,23218.3,18732.1,20767.8,20497.9,19315.9,20057.5,17730.5,18595.7,15809.9,17183.6,17770.3,18342.8,15834.0,13727.3,14427.6,13413.3,12239.9,12927.5,12605.0,11249.7,11751.2,11416.0,10717.0,19223.6,17089.8
195.555,15771.2,27173.4,28323.9,29176.1,23034.6,22803.1,24737.6,23313.0,20177.0,22601.4,22289.0,19996.6,21648.4,22690.9,21689.6,23490.6,23233.5,18616.0,20850.2,20243.7,19026.5,19796.3,17658.7,18425.7,16068.0,16969.9,17715.6,18502.4,15600.7,13578.2,14275.6,13346.7,12244.5,12822.6,12711.8,11158.0,11805.6,11436.4,10747.5,19259.4,16712.8
193.795,15722.5,27129.6,28629.1,29170.2,23275.6,23072.6,24726.9,23630.6,20258.1,22709.0,22517.3,19979.7,21611.4,22726.1,21791.7,23730.0,23318.2,19007.0,21051.9,20323.4,19313.8,20052.2,17851.1,18484.5,16097.4,17135.4,17780.1,18785.5,15850.3,13730.2,14541.1,13555.6,12435.2,12922.2,12690.8,11123.1,11862.9,11615.8,10735.4,19072.4,16972.1
192.03400000000002,15736.4,27558.5,28593.5,29201.2,23201.4,23096.3,24895.1,23699.7,20298.0,22846.4,22634.9,20158.9,21619.8,22504.3,22142.2,23794.8,23617.3,19169.3,21070.3,20837.5,19387.9,20127.6,17981.0,18485.0,16075.7,17073.8,17921.3,18759.0,15708.0,13910.6,14650.3,13517.3,12277.9,12940.9,12686.8,11170.5,11913.0,11526.8,10835.4,19148.0,17068.1
190.273,15836.8,27540.2,28550.8,29269.1,23328.7,23056.1,24864.5,23790.0,20298.1,22654.4,22505.4,20349.2,21748.8,22775.1,22171.8,23834.0,23279.0,18848.9,21216.5,20397.5,19284.7,20299.6,17775.8,18660.1,16039.8,17131.4,18086.6,18631.7,15771.5,13608.3,14644.5,13534.5,12488.3,12965.3,12773.6,11300.2,11763.0,11710.5,10746.7,19259.1,17121.4
188.511,15647.7,27343.1,28292.5,28933.9,22953.6,23051.5,24500.5,23834.9,20159.2,22725.1,22703.8,19963.4,21877.8,22720.8,22053.8,23806.5,23236.0,18964.3,21037.7,20603.4,19323.4,20008.8,17777.9,18588.2,15862.0,17125.1,17919.8,18593.9,15880.5,13649.5,14391.8,13628.2,12292.8,12948.5,12894.5,11202.9,11884.1,11512.3,10797.0,19110.5,16994.5
186.74900000000002,15823.3,27642.6,28807.5,29244.5,23412.9,23083.8,24785.0,23706.6,20291.4,22978.8,22913.5,20197.8,21897.6,23029.8,22104.7,24003.2,23747.8,19156.3,21330.0,20830.6,19596.2,20247.4,18168.8,18838.5,16180.9,17253.6,18202.8,18693.7,15949.6,14010.0,14735.1,13645.4,12469.1,13113.3,12804.0,11429.1,12103.0,11647.6,10972.2,19613.2,17297.6
184.987,15835.8,27500.9,28566.3,29489.8,23371.4,23120.3,24893.5,23944.5,20504.4,22896.1,22855.0,20459.0,21656.3,22724.5,22222.3,24145.9,23696.2,19105.6,21480.4,20775.3,19641.9,20372.5,17943.8,19020.5,16190.4,17043.0,18187.8,18636.1,16082.6,13973.2,14886.7,13688.0,12316.2,13000.0,12916.3,11404.1,12048.1,11672.2,10916.1,19656.1,17255.8
183.22400000000002,15446.8,27494.0,28485.4,29081.1,23039.1,22939.8,24646.0,23605.0,20196.8,22759.7,22511.4,20426.5,21694.5,22800.8,22006.5,24125.5,23646.1,19287.6,21083.2,20515.9,19548.6,20097.5,18023.9,18933.0,16417.0,17346.0,18141.6,18778.4,16150.3,14194.5,14756.1,13692.4,12658.4,13230.0,12896.7,11462.8,12201.7,11838.6,11017.4,19595.4,17448.1
